district_name,res_buildings_density_km2_contrib,walk_reach_nodes_10min_point_contrib,metro_walk_time_s_point_contrib,competitor_density_km2_contrib,dormitory_cnt_contrib,cemetery_area_share_contrib,index_score_0_1,index_rank,top3_contrib
Старое Крюково,0.07397260273972601,0.0273972602739726,0.19657534246575345,0.12842465753424656,0.012157534246575343,0.036815068493150686,0.47534246575342465,85.0,"metro_walk_time_s_point=0.197, competitor_density_km2=0.128, res_buildings_density_km2=0.074"
Покровское-Стрешнево,0.07191780821917808,0.14897260273972604,0.10547945205479453,0.08116438356164382,0.028595890410958905,0.036815068493150686,0.472945205479452,86.0,"walk_reach_nodes_10min_point=0.149, metro_walk_time_s_point=0.105, competitor_density_km2=0.081"
Северное Бутово,0.049315068493150684,0.19006849315068494,0.19178082191780824,0.018493150684931514,0.012157534246575343,0.010616438356164382,0.4724315068493151,87.0,"metro_walk_time_s_point=0.192, walk_reach_nodes_10min_point=0.190, res_buildings_density_km2=0.049"
Силино,0.12534246575342464,0.0059931506849315065,0.19657534246575345,0.12842465753424656,0.012157534246575343,0.0013698630136986301,0.46986301369863015,88.0,"metro_walk_time_s_point=0.197, competitor_density_km2=0.128, res_buildings_density_km2=0.125"
Головинский,0.18287671232876712,0.09246575342465753,0.06164383561643836,0.08938356164383561,0.039041095890410965,0.003082191780821919,0.46849315068493147,89.0,"res_buildings_density_km2=0.183, walk_reach_nodes_10min_point=0.092, competitor_density_km2=0.089"
Нижегородский,0.10068493150684932,0.0976027397260274,0.17945205479452056,0.04520547945205479,0.03527397260273973,0.0037671232876712313,0.46198630136986296,90.0,"metro_walk_time_s_point=0.179, res_buildings_density_km2=0.101, walk_reach_nodes_10min_point=0.098"
Измайлово,0.13150684931506848,0.07705479452054795,0.09178082191780822,0.09863013698630137,0.04845890410958904,0.013356164383561643,0.46078767123287667,91.0,"res_buildings_density_km2=0.132, competitor_density_km2=0.099, metro_walk_time_s_point=0.092"
Хорошёво-Мнёвники,0.18904109589041093,0.0547945205479452,0.04794520547945205,0.09041095890410958,0.04160958904109589,0.036815068493150686,0.46061643835616434,92.0,"res_buildings_density_km2=0.189, competitor_density_km2=0.090, walk_reach_nodes_10min_point=0.055"
Лосиноостровский,0.19726027397260273,0.14726027397260275,0.038356164383561646,0.011301369863013694,0.028595890410958905,0.036815068493150686,0.45958904109589044,93.0,"res_buildings_density_km2=0.197, walk_reach_nodes_10min_point=0.147, metro_walk_time_s_point=0.038"
Марушкинское,0.29383561643835615,0.025684931506849314,0.0178082191780822,0.09965753424657534,0.012157534246575343,0.00856164383561644,0.4577054794520547,94.0,"res_buildings_density_km2=0.294, competitor_density_km2=0.100, walk_reach_nodes_10min_point=0.026"
Строгино,0.08630136986301369,0.10273972602739725,0.14657534246575343,0.08835616438356164,0.012157534246575343,0.018835616438356163,0.45496575342465756,95.0,"metro_walk_time_s_point=0.147, walk_reach_nodes_10min_point=0.103, competitor_density_km2=0.088"
Перово,0.2363013698630137,0.04794520547945205,0.0904109589041096,0.012328767123287671,0.028595890410958905,0.036815068493150686,0.45239726027397265,96.0,"res_buildings_density_km2=0.236, metro_walk_time_s_point=0.090, walk_reach_nodes_10min_point=0.048"
Некрасовка,0.04520547945205479,0.1541095890410959,0.10684931506849316,0.09657534246575343,0.012157534246575343,0.036815068493150686,0.4517123287671233,97.0,"walk_reach_nodes_10min_point=0.154, metro_walk_time_s_point=0.107, competitor_density_km2=0.097"
Братеево,0.022602739726027395,0.13356164383561644,0.1547945205479452,0.08321917808219177,0.028595890410958905,0.0136986301369863,0.436472602739726,98.0,"metro_walk_time_s_point=0.155, walk_reach_nodes_10min_point=0.134, competitor_density_km2=0.083"
Бибирево,0.13972602739726026,0.13527397260273974,0.049315068493150684,0.05650684931506848,0.03527397260273973,0.010958904109589041,0.427054794520548,99.0,"res_buildings_density_km2=0.140, walk_reach_nodes_10min_point=0.135, competitor_density_km2=0.057"
Тропарёво-Никулино,0.04726027397260273,0.1421232876712329,0.09589041095890412,0.09554794520547945,0.04400684931506849,0.0,0.42482876712328765,100.0,"walk_reach_nodes_10min_point=0.142, metro_walk_time_s_point=0.096, competitor_density_km2=0.096"
Южное Медведково,0.1952054794520548,0.12243150684931507,0.046575342465753435,0.03493150684931507,0.012157534246575343,0.009589041095890411,0.42089041095890417,101.0,"res_buildings_density_km2=0.195, walk_reach_nodes_10min_point=0.122, metro_walk_time_s_point=0.047"
Москворечье-Сабурово,0.03904109589041096,0.13013698630136986,0.09315068493150686,0.09246575342465753,0.028595890410958905,0.036815068493150686,0.4202054794520548,102.0,"walk_reach_nodes_10min_point=0.130, metro_walk_time_s_point=0.093, competitor_density_km2=0.092"
Гагаринский,0.1191780821917808,0.14554794520547945,0.05616438356164384,0.049315068493150684,0.012157534246575343,0.036815068493150686,0.4191780821917808,103.0,"walk_reach_nodes_10min_point=0.146, res_buildings_density_km2=0.119, metro_walk_time_s_point=0.056"
Южное Бутово,0.22397260273972602,0.03767123287671233,0.03287671232876712,0.10376712328767122,0.012157534246575343,0.00719178082191781,0.4176369863013698,104.0,"res_buildings_density_km2=0.224, competitor_density_km2=0.104, walk_reach_nodes_10min_point=0.038"
Выхино-Жулебино,0.1643835616438356,0.06678082191780822,0.11232876712328768,0.027739726027397254,0.039041095890410965,0.002054794520547948,0.41232876712328764,105.0,"res_buildings_density_km2=0.164, metro_walk_time_s_point=0.112, walk_reach_nodes_10min_point=0.067"
Печатники,0.024657534246575342,0.1267123287671233,0.09726027397260273,0.09143835616438356,0.028595890410958905,0.036815068493150686,0.4054794520547945,106.0,"walk_reach_nodes_10min_point=0.127, metro_walk_time_s_point=0.097, competitor_density_km2=0.091"
Молжаниновский,0.19315068493150686,0.04965753424657534,0.015068493150684925,0.12842465753424656,0.012157534246575343,0.006164383561643838,0.40462328767123285,107.0,"res_buildings_density_km2=0.193, competitor_density_km2=0.128, walk_reach_nodes_10min_point=0.050"
Тёплый Стан,0.06369863013698629,0.1113013698630137,0.12602739726027398,0.05034246575342466,0.012157534246575343,0.036815068493150686,0.40034246575342464,108.0,"metro_walk_time_s_point=0.126, walk_reach_nodes_10min_point=0.111, res_buildings_density_km2=0.064"
