district_name,res_buildings_density_km2_contrib,walk_reach_nodes_10min_point_contrib,metro_walk_time_s_point_contrib,competitor_density_km2_contrib,dormitory_cnt_contrib,cemetery_area_share_contrib,index_score_0_1,index_rank,top3_contrib
Матушкино,0.07808219178082192,0.0059931506849315065,0.19657534246575345,0.06883561643835616,0.012157534246575343,0.036815068493150686,0.39845890410958906,109.0,"metro_walk_time_s_point=0.197, res_buildings_density_km2=0.078, competitor_density_km2=0.069"
Савёлки,0.026712328767123285,0.0059931506849315065,0.19657534246575345,0.12842465753424656,0.028595890410958905,0.001712328767123289,0.38801369863013696,110.0,"metro_walk_time_s_point=0.197, competitor_density_km2=0.128, dormitory_cnt=0.029"
Орехово-Борисово Северное,0.05753424657534246,0.1660958904109589,0.07397260273972604,0.059589041095890416,0.012157534246575343,0.01541095890410959,0.38476027397260276,111.0,"walk_reach_nodes_10min_point=0.166, metro_walk_time_s_point=0.074, competitor_density_km2=0.060"
Филимонковское,0.18698630136986302,0.02054794520547945,0.010958904109589041,0.12842465753424656,0.012157534246575343,0.019178082191780823,0.3782534246575342,112.0,"res_buildings_density_km2=0.187, competitor_density_km2=0.128, walk_reach_nodes_10min_point=0.021"
Ясенево,0.014383561643835615,0.1797945205479452,0.0821917808219178,0.07191780821917808,0.012157534246575343,0.016095890410958904,0.3765410958904109,113.0,"walk_reach_nodes_10min_point=0.180, metro_walk_time_s_point=0.082, competitor_density_km2=0.072"
Ново-Переделкино,0.06575342465753424,0.08904109589041095,0.11917808219178082,0.06678082191780822,0.012157534246575343,0.022260273972602742,0.3751712328767123,114.0,"metro_walk_time_s_point=0.119, walk_reach_nodes_10min_point=0.089, competitor_density_km2=0.067"
Лефортово,0.13356164383561644,0.07534246575342465,0.05753424657534248,0.05342465753424657,0.04400684931506849,0.005821917808219179,0.36969178082191784,115.0,"res_buildings_density_km2=0.134, walk_reach_nodes_10min_point=0.075, metro_walk_time_s_point=0.058"
Даниловский,0.14794520547945203,0.07191780821917808,0.0726027397260274,0.015410958904109583,0.03527397260273973,0.02123287671232877,0.3643835616438356,116.0,"res_buildings_density_km2=0.148, metro_walk_time_s_point=0.073, walk_reach_nodes_10min_point=0.072"
Можайский,0.15616438356164383,0.0684931506849315,0.020547945205479447,0.07705479452054795,0.028595890410958905,0.004794520547945208,0.3556506849315068,117.0,"res_buildings_density_km2=0.156, competitor_density_km2=0.077, walk_reach_nodes_10min_point=0.068"
Нагатино-Садовники,0.10890410958904109,0.023972602739726026,0.0452054794520548,0.12842465753424656,0.012157534246575343,0.036815068493150686,0.35547945205479453,118.0,"competitor_density_km2=0.128, res_buildings_density_km2=0.109, metro_walk_time_s_point=0.045"
Сосенское,0.10273972602739725,0.039383561643835614,0.06301369863013699,0.10684931506849314,0.039041095890410965,0.0023972602739726016,0.35342465753424657,119.0,"competitor_density_km2=0.107, res_buildings_density_km2=0.103, metro_walk_time_s_point=0.063"
Ивановское,0.08013698630136987,0.1678082191780822,0.043835616438356165,0.031849315068493145,0.012157534246575343,0.017465753424657532,0.3532534246575343,120.0,"walk_reach_nodes_10min_point=0.168, res_buildings_density_km2=0.080, metro_walk_time_s_point=0.044"
Крылатское,0.07602739726027398,0.07876712328767123,0.06712328767123288,0.0636986301369863,0.028595890410958905,0.036815068493150686,0.351027397260274,121.0,"walk_reach_nodes_10min_point=0.079, res_buildings_density_km2=0.076, metro_walk_time_s_point=0.067"
Бирюлёво Восточное,0.02876712328767123,0.10445205479452055,0.08493150684931508,0.0821917808219178,0.012157534246575343,0.036815068493150686,0.3493150684931507,122.0,"walk_reach_nodes_10min_point=0.104, metro_walk_time_s_point=0.085, competitor_density_km2=0.082"
Крюково,0.05342465753424657,0.031678082191780824,0.11506849315068496,0.12842465753424656,0.012157534246575343,0.003424657534246578,0.34417808219178087,123.0,"competitor_density_km2=0.128, metro_walk_time_s_point=0.115, res_buildings_density_km2=0.053"
Бирюлёво Западное,0.034931506849315064,0.0702054794520548,0.05342465753424657,0.12842465753424656,0.04160958904109589,0.005136986301369862,0.3337328767123288,124.0,"competitor_density_km2=0.128, walk_reach_nodes_10min_point=0.070, metro_walk_time_s_point=0.053"
Троицк,0.09041095890410958,0.07363013698630137,0.012328767123287676,0.0863013698630137,0.012157534246575343,0.036815068493150686,0.3116438356164384,125.0,"res_buildings_density_km2=0.090, competitor_density_km2=0.086, walk_reach_nodes_10min_point=0.074"
Первомайское,0.08424657534246575,0.04452054794520548,0.006849315068493156,0.12842465753424656,0.012157534246575343,0.01780821917808219,0.29400684931506843,126.0,"competitor_density_km2=0.128, res_buildings_density_km2=0.084, walk_reach_nodes_10min_point=0.045"
Очаково-Матвеевское,0.05136986301369863,0.053082191780821915,0.03698630136986301,0.10068493150684932,0.04400684931506849,0.007534246575342469,0.2936643835616438,127.0,"competitor_density_km2=0.101, walk_reach_nodes_10min_point=0.053, res_buildings_density_km2=0.051"
Западное Дегунино,0.14178082191780822,0.05650684931506849,0.03972602739726028,0.024657534246575342,0.012157534246575343,0.013013698630136988,0.28784246575342465,128.0,"res_buildings_density_km2=0.142, walk_reach_nodes_10min_point=0.057, metro_walk_time_s_point=0.040"
Вешняки,0.0595890410958904,0.06506849315068493,0.042465753424657526,0.07602739726027398,0.03527397260273973,0.007876712328767122,0.2863013698630137,129.0,"competitor_density_km2=0.076, walk_reach_nodes_10min_point=0.065, res_buildings_density_km2=0.060"
Внуковское,0.09452054794520547,0.018835616438356163,0.05205479452054795,0.10273972602739727,0.012157534246575343,0.00410958904109589,0.28441780821917806,130.0,"competitor_density_km2=0.103, res_buildings_density_km2=0.095, metro_walk_time_s_point=0.052"
Гольяново,0.09863013698630137,0.06164383561643835,0.03150684931506849,0.051369863013698634,0.012157534246575343,0.02363013698630137,0.27893835616438356,131.0,"res_buildings_density_km2=0.099, walk_reach_nodes_10min_point=0.062, competitor_density_km2=0.051"
Восточный,0.0410958904109589,0.03595890410958904,0.023287671232876717,0.12842465753424656,0.012157534246575343,0.036815068493150686,0.27773972602739727,132.0,"competitor_density_km2=0.128, res_buildings_density_km2=0.041, cemetery_area_share=0.037"
Тимирязевский,0.12123287671232877,0.031678082191780824,0.0356164383561644,0.00821917808219178,0.0464041095890411,0.023287671232876714,0.2664383561643836,133.0,"res_buildings_density_km2=0.121, dormitory_cnt=0.046, metro_walk_time_s_point=0.036"
Метрогородок,0.012328767123287671,0.03424657534246575,0.02876712328767124,0.12842465753424656,0.04160958904109589,0.02054794520547945,0.26592465753424654,134.0,"competitor_density_km2=0.128, dormitory_cnt=0.042, walk_reach_nodes_10min_point=0.034"
Московский,0.055479452054794515,0.02226027397260274,0.0273972602739726,0.1047945205479452,0.012157534246575343,0.015068493150684932,0.23715753424657532,135.0,"competitor_density_km2=0.105, res_buildings_density_km2=0.055, metro_walk_time_s_point=0.027"
Десёновское,0.043150684931506846,0.0059931506849315065,0.03424657534246576,0.12842465753424656,0.012157534246575343,0.006506849315068492,0.2304794520547945,136.0,"competitor_density_km2=0.128, res_buildings_density_km2=0.043, metro_walk_time_s_point=0.034"
Внуково,0.03287671232876712,0.05821917808219178,0.030136986301369875,0.054452054794520546,0.012157534246575343,0.036815068493150686,0.22465753424657536,137.0,"walk_reach_nodes_10min_point=0.058, competitor_density_km2=0.054, cemetery_area_share=0.037"
Краснопахорское,0.01643835616438356,0.04280821917808219,0.004109589041095885,0.12842465753424656,0.012157534246575343,0.015753424657534248,0.2196917808219178,138.0,"competitor_density_km2=0.128, walk_reach_nodes_10min_point=0.043, res_buildings_density_km2=0.016"
Капотня,0.018493150684931504,0.06335616438356165,0.021917808219178082,0.08527397260273974,0.012157534246575343,0.0113013698630137,0.2125,139.0,"competitor_density_km2=0.085, walk_reach_nodes_10min_point=0.063, metro_walk_time_s_point=0.022"
Новофёдоровское,0.030821917808219176,0.017123287671232876,0.005479452054794521,0.12842465753424656,0.012157534246575343,0.01815068493150685,0.21215753424657532,140.0,"competitor_density_km2=0.128, res_buildings_density_km2=0.031, cemetery_area_share=0.018"
Вороновское,0.0061643835616438354,0.02910958904109589,0.009589041095890406,0.12842465753424656,0.012157534246575343,0.01986301369863014,0.20530821917808217,141.0,"competitor_density_km2=0.128, walk_reach_nodes_10min_point=0.029, cemetery_area_share=0.020"
Михайлово-Ярцевское,0.00410958904109589,0.011986301369863013,0.0,0.12842465753424656,0.012157534246575343,0.036815068493150686,0.1934931506849315,142.0,"competitor_density_km2=0.128, cemetery_area_share=0.037, dormitory_cnt=0.012"
Кунцево,0.02054794520547945,0.0017123287671232876,0.01643835616438356,0.0945205479452055,0.03527397260273973,0.021575342465753423,0.19006849315068497,143.0,"competitor_density_km2=0.095, dormitory_cnt=0.035, cemetery_area_share=0.022"
Роговское,0.002054794520547945,0.015410958904109588,0.008219178082191792,0.12842465753424656,0.012157534246575343,0.019520547945205483,0.1857876712328767,144.0,"competitor_density_km2=0.128, cemetery_area_share=0.020, walk_reach_nodes_10min_point=0.015"
Щаповское,0.010273972602739725,0.010273972602739725,0.0013698630136986358,0.12842465753424656,0.012157534246575343,0.01678082191780822,0.1792808219178082,145.0,"competitor_density_km2=0.128, cemetery_area_share=0.017, dormitory_cnt=0.012"
Клёновское,0.00821917808219178,0.0136986301369863,0.0027397260273972716,0.12842465753424656,0.012157534246575343,0.011986301369863013,0.17722602739726026,146.0,"competitor_density_km2=0.128, walk_reach_nodes_10min_point=0.014, dormitory_cnt=0.012"
