district_name,demand_total_base,share_10min_base,share_15min_base,mean_time_min_base,p50_time_min_base,p90_time_min_base,demand_total_mean,share_10min_mean,share_15min_mean,mean_time_min_mean,p50_time_min_mean,p90_time_min_mean,demand_total_eff,share_10min_eff,share_15min_eff,mean_time_min_eff,p50_time_min_eff,p90_time_min_eff,demand_total_keep,share_10min_keep,share_15min_keep,mean_time_min_keep,p50_time_min_keep,p90_time_min_keep,delta_mean_minus_base,delta_eff_minus_base,delta_keep_minus_base,delta_share10_mean_minus_base,delta_share10_eff_minus_base,delta_share10_keep_minus_base
Ростокино,3500176.5143277277,0.0,0.0,49.93785237857337,52.33038542672922,59.97527164957639,3500176.5143277277,0.0,0.0,44.58915522826112,42.79558095444922,53.88690008352281,3500176.5143277277,0.0,0.0,41.66754639100347,41.05842262803743,45.731609820120944,3500176.5143277277,0.0,0.0,41.66754639100347,41.05842262803743,45.731609820120944,-5.348697150312248,-8.270305987569898,-8.270305987569898,0.0,0.0,0.0
Хорошёво-Мнёвники,17266518.712499056,0.0,0.0,136.5328800803069,138.87603737599446,146.39639803446107,17266518.712499056,0.04793060843340381,0.07486774777072358,41.14884475099617,42.94079289093785,55.616768463644,17266518.712499056,0.0,0.04711940823806117,33.87111179286185,34.684319570645144,43.827090058340545,17266518.712499056,0.0,0.04711940823806117,37.75564521203989,38.48086653982036,54.8570385763921,-95.38403532931073,-102.66176828744506,-98.77723486826702,0.04793060843340381,0.0,0.0
Новокосино,5677237.475962934,0.0,0.0,83.32813217670838,84.10616900572735,88.9986151110367,5677237.475962934,0.0,0.0,46.64345303145397,45.47754036481444,55.226983728176315,5677237.475962934,0.0,0.0,43.9016248178367,42.86718037914639,52.351815987956265,5677237.475962934,0.0,0.0,43.9016248178367,42.86718037914639,52.351815987956265,-36.68467914525441,-39.42650735887168,-39.42650735887168,0.0,0.0,0.0
Фили-Давыдково,7445195.88291147,0.0,0.0,69.03886934807511,68.07426509934959,82.1197981079034,7445195.88291147,0.044242226050297526,0.08713220795777032,29.075375507759638,29.957128175353645,40.627080235450336,7445195.88291147,0.044242226050297526,0.08713220795777032,29.060656504822763,29.957128175353645,40.627080235450336,7445195.88291147,0.044242226050297526,0.08713220795777032,29.075375507759638,29.957128175353645,40.627080235450336,-39.96349384031547,-39.97821284325235,-39.96349384031547,0.044242226050297526,0.044242226050297526,0.044242226050297526
Алтуфьевский,3552550.41777101,0.0,0.0,42.35010541652721,40.68211483333316,51.94009734625387,3552550.41777101,0.10387916595444355,0.1404348379619875,21.971715679201637,22.922569679242564,28.621087945611414,3552550.41777101,0.10387916595444355,0.1404348379619875,21.971715679201637,22.922569679242564,28.621087945611414,3552550.41777101,0.10387916595444355,0.1404348379619875,21.971715679201637,22.922569679242564,28.621087945611414,-20.37838973732557,-20.37838973732557,-20.37838973732557,0.10387916595444355,0.10387916595444355,0.10387916595444355
Рязанский,8690640.478264323,0.0,0.0,103.64169852008699,105.73713900740131,116.18001260249183,8690640.478264323,0.02148408720482527,0.15573762978427566,34.24773836157548,37.310419371281384,53.115749680879986,8690640.478264323,0.0,0.0,43.359555331282266,44.60930483128839,56.65636785243569,8690640.478264323,0.0,0.0,43.359555331282266,44.60930483128839,56.65636785243569,-69.3939601585115,-60.282143188804724,-60.282143188804724,0.02148408720482527,0.0,0.0
Обручевский,9781926.685325896,0.3235083476001201,0.49475167389470437,15.76003124128365,15.246532829679934,29.78277325292383,9781926.685325896,0.0,0.07079705401274884,32.92180576253123,30.95584503152863,51.524157100194955,9781926.685325896,0.0,0.07079705401274884,34.18683099565539,30.95584503152863,59.37093339229758,9781926.685325896,0.0,0.07079705401274884,34.18683099565539,30.95584503152863,59.37093339229758,17.16177452124758,18.426799754371743,18.426799754371743,-0.3235083476001201,-0.3235083476001201,-0.3235083476001201
Донской,3584678.3036292866,0.0,0.0,72.47595484732534,72.44702481939339,83.49802640930491,3584678.3036292866,0.07065897235120298,0.19937191310627395,30.256926415277224,27.863312467085063,47.80299938423785,3584678.3036292866,0.029110642670610722,0.07065897235120298,28.090283827912828,27.940452666445047,38.432849286727325,3584678.3036292866,0.029110642670610722,0.07065897235120298,31.798510393863474,32.00924157388144,45.859650500695224,-42.21902843204812,-44.38567101941251,-40.67744445346187,0.07065897235120298,0.029110642670610722,0.029110642670610722
Северное Медведково,6563282.836935932,0.0,0.0,66.59021537877094,67.33803832287933,78.08554222510568,6563282.836935932,0.0,0.0,50.64138283187185,50.63015402216577,57.82710581851157,6563282.836935932,0.0,0.0,34.15804031611075,33.9997335448398,42.001627611585725,6563282.836935932,0.0,0.0,34.15804031611075,33.9997335448398,42.001627611585725,-15.948832546899084,-32.432175062660185,-32.432175062660185,0.0,0.0,0.0
Раменки,22220499.35609049,0.2034400865703715,0.3246600733927099,24.380063056923802,23.356010384395884,45.88204315925136,22220499.35609049,0.0,0.006628569319889,48.36226539537443,44.689811638877764,72.20641530503893,22220499.35609049,0.01309885208141313,0.024550868447656467,42.33426270921093,39.062445443563504,63.45457253799743,22220499.35609049,0.01309885208141313,0.024550868447656467,44.79897095483275,39.062445443563504,73.60677928772922,23.982202338450627,17.95419965228713,20.418907897908944,-0.2034400865703715,-0.19034123448895837,-0.19034123448895837
Восточное Измайлово,3895881.535002626,0.1376669944944755,0.40354158424058384,17.446612447820186,16.19138536490923,25.509097028276173,3895881.535002626,0.0,0.0,46.577714943198536,45.94715932669529,53.06431351644111,3895881.535002626,0.0,0.0,29.058986353072964,29.053411847634468,35.682135650855486,3895881.535002626,0.0,0.0,29.058986353072964,29.053411847634468,35.682135650855486,29.13110249537835,11.612373905252777,11.612373905252777,-0.1376669944944755,-0.1376669944944755,-0.1376669944944755
Чертаново Южное,9134735.639485681,0.0,0.0,88.95768404102778,89.25325375271899,104.57141754498004,9134735.639485681,0.0,0.0,84.76318351108559,83.86373138810293,100.41555090701716,9134735.639485681,0.0,0.0,84.76318351108559,83.86373138810293,100.41555090701716,9134735.639485681,0.0,0.0,84.76318351108559,83.86373138810293,100.41555090701716,-4.194500529942189,-4.194500529942189,-4.194500529942189,0.0,0.0,0.0
"""Мосрентген""",1174104.951819368,0.0,0.0,74.97430087971817,77.93863693306176,85.1036677082001,1174104.951819368,0.0,0.0,100.30149536130038,101.98386456359773,111.212955903224,1174104.951819368,0.0,0.0,107.73016440220329,109.83064085570031,119.05973219532659,1174104.951819368,0.0,0.0,107.73016440220329,109.83064085570031,119.05973219532659,25.32719448158221,32.755863522485114,32.755863522485114,0.0,0.0,0.0
Марьино,18152059.184323013,0.20124211419262103,0.37247549975922184,21.291040380305482,17.817939004458523,42.941219135997315,18152059.184323013,0.0,0.0,61.03579065667199,60.48394238564759,80.34049249803259,18152059.184323013,0.0,0.0,73.30468761158522,74.53250098334219,90.3656838410971,18152059.184323013,0.0,0.0,73.30468761158522,74.53250098334219,90.3656838410971,39.74475027636651,52.01364723127974,52.01364723127974,-0.20124211419262103,-0.20124211419262103,-0.20124211419262103
