district_name,demand_total_base,share_10min_base,share_15min_base,mean_time_min_base,p50_time_min_base,p90_time_min_base,demand_total_mean,share_10min_mean,share_15min_mean,mean_time_min_mean,p50_time_min_mean,p90_time_min_mean,delta_share_10min,delta_share_15min,delta_mean_time_min,delta_p50_time_min,delta_p90_time_min
Выхино-Жулебино,13147253.173166133,0.0,0.0,84.19160615339416,81.30379927551242,102.75541936906582,13147253.173166133,0.01474384486470581,0.01474384486470581,47.43731057509896,40.78249368378116,76.51649458474328,0.01474384486470581,0.01474384486470581,-36.7542955782952,-40.521305591731256,-26.238924784322535
Некрасовка,9123798.232896976,0.307512176053638,0.4832908774641704,18.841673623069113,16.64093873785672,39.592309526676054,9123798.232896976,0.0,0.0,132.80687521864462,133.1542268974275,144.3638493373517,-0.307512176053638,-0.4832908774641704,113.96520159557551,116.51328815957078,104.77153981067565
Орехово-Борисово Северное,5671042.87373218,0.0,0.0,86.0105725183251,87.1416974439256,100.00688509552464,5671042.87373218,0.0,0.0,115.23586883795492,114.74330840697165,125.80426327695415,0.0,0.0,29.22529631962982,27.601610963046056,25.797378181429508
Лефортово,7495982.306869528,0.0,0.0,114.02363865700339,114.24995477132711,127.43555107869376,7495982.306869528,0.0,0.0,40.60026614371802,41.76096849602729,50.24419802327632,0.0,0.0,-73.42337251328537,-72.48898627529982,-77.19135305541744
Тропарёво-Никулино,11999822.092479693,0.24674051259632934,0.3979586775154537,16.803839750221858,16.94829000961932,26.637900119379992,11999822.092479693,0.03867633528038334,0.06922592227931404,27.546351910545635,26.949486272247427,38.92353266852615,-0.208064177315946,-0.32873275523613965,10.742512160323777,10.001196262628106,12.285632549146158
Северный,3880793.995346405,0.0,0.0,82.77837611590638,80.90515293220915,99.68425755101589,3880793.995346405,0.0,0.0,110.82254317495521,111.9155433273823,132.48508365991535,0.0,0.0,28.04416705904883,31.010390395173147,32.80082610889946
Южное Бутово,17144547.19693538,0.1807753136859205,0.29735599875840324,34.17445609084249,26.97133735044548,90.42137433720823,17144547.19693538,0.0,0.0,169.8475572204989,175.69651316370133,180.0,-0.1807753136859205,-0.29735599875840324,135.67310112965643,148.72517581325585,89.57862566279177
Нижегородский,3756819.1469416907,0.0,0.0,121.77029895170459,120.77859990272614,131.87337398122725,3756819.1469416907,0.0,0.0,50.07189334395067,53.75844656344852,61.10421934952615,0.0,0.0,-71.69840560775393,-67.02015333927761,-70.7691546317011
Ярославский,5629198.323287386,0.0,0.0,85.52730887688875,84.327479868532,101.61100422065932,5629198.323287386,0.0,0.0,39.91101773419332,39.342157017144174,54.542084055453465,0.0,0.0,-45.61629114269543,-44.98532285138782,-47.06892016520586
Западное Дегунино,7882770.000290533,0.026660467062092238,0.09393895615597112,22.76063150030844,21.469946337224492,33.79190727226644,7882770.000290533,0.0,0.0,35.026656018965966,35.60980361685472,44.10968446429778,-0.026660467062092238,-0.09393895615597112,12.266024518657527,14.139857279630228,10.317777192031336
Солнцево,10063190.635127146,0.0,0.0,74.24414491805322,72.92673356734244,91.02764900663027,10063190.635127146,0.0,0.0,90.59647381092657,91.4809362026827,105.78776914601731,0.0,0.0,16.352328892873345,18.55420263534026,14.760120139387041
Крюково,8138322.808872311,0.8630933815812905,1.0,1.6125540292343166,0.0,11.778495794137191,8138322.808872311,0.0,0.0,180.00000000000006,180.0,180.0,-0.8630933815812905,-1.0,178.38744597076575,180.0,168.2215042058628
Можайский,11142697.468368609,0.0,0.0,95.19426737224887,94.97223334350399,115.1603870000776,11142697.468368609,0.0,0.0,51.98752533602394,48.091825952957656,74.49925860784896,0.0,0.0,-43.20674203622493,-46.88040739054633,-40.66112839222865
Куркино,3327260.0874556736,0.0,0.0,88.03659112965396,88.12777905382633,101.55745911969078,3327260.0874556736,0.0,0.0,121.84767030820275,121.35914293164844,135.74526818784213,0.0,0.0,33.811079178548795,33.231363877822105,34.18780906815135
Строгино,8191019.879891642,0.0,0.0,82.74753754547335,85.85007622141883,95.66627138955263,8191019.879891642,0.0,0.0,51.408964326589526,52.30032165928514,61.61857964815629,0.0,0.0,-31.338573218883823,-33.54975456213369,-34.04769174139634
Матушкино,3157680.02698865,1.0,1.0,0.0,0.0,0.0,3157680.02698865,0.0,0.0,180.00000000000003,180.0,180.0,-1.0,-1.0,180.00000000000003,180.0,180.0
Левобережный,5485637.354751995,0.41146751739813653,0.6344794470846382,12.25002568731187,11.9694845701635,19.48688118633133,5485637.354751995,0.0,0.0,31.14964183484215,30.630082637818855,42.45658099062999,-0.41146751739813653,-0.6344794470846382,18.89961614753028,18.660598067655357,22.969699804298656
Молжаниновский,2125303.7069918616,0.0,0.0,57.94401681487874,48.75683610372836,84.76402530876967,2125303.7069918616,0.0,0.0,176.90814282323964,180.0,180.0,0.0,0.0,118.9641260083609,131.24316389627165,95.23597469123033
Филимонковское,1695097.8267875507,0.0,0.0,180.00000000000003,180.0,180.0,1695097.8267875507,0.0,0.0,180.00000000000003,180.0,180.0,0.0,0.0,0.0,0.0,0.0
Савёлки,2886057.782554071,1.0,1.0,0.0,0.0,0.0,2886057.782554071,0.0,0.0,179.99999999999997,180.0,180.0,-1.0,-1.0,179.99999999999997,180.0,180.0
Сосенское,19627538.223976653,0.0,0.0,84.38242885432123,78.45011073441468,124.6234753540423,19627538.223976653,0.0,0.0,169.45353535157645,172.6303324651294,180.0,0.0,0.0,85.07110649725522,94.18022173071473,55.3765246459577
Очаково-Матвеевское,11414247.711510861,0.0,0.0,42.033867174218656,41.73374147819069,50.27634666070863,11414247.711510861,0.0,0.0,43.235899833689054,44.08237413741593,56.72548043270794,0.0,0.0,1.2020326594703974,2.3486326592252453,6.449133771999307
Царицыно,6168053.286509664,0.0,0.0,103.97621778523977,103.1816953616789,115.90378052156261,6168053.286509664,0.0,0.0,66.47525724633225,67.74910503016596,76.23067217847981,0.0,0.0,-37.50096053890752,-35.43259033151294,-39.6731083430828
Орехово-Борисово Южное,8226950.034122039,0.0,0.0,94.55628770434542,94.97434850953191,107.07968578011521,8226950.034122039,0.0,0.0,134.96323932002377,135.58602406466656,143.18571304068024,0.0,0.0,40.40695161567835,40.61167555513465,36.10602726056503
Северное Бутово,7326709.868244737,0.0,0.012990716555539716,38.6334251747404,36.60764117534306,50.124288800329104,7326709.868244737,0.0,0.0,126.29848653923528,127.29087725951655,135.08248982390435,0.0,-0.012990716555539716,87.66506136449487,90.68323608417349,84.95820102357524
Крылатское,6121359.376200877,0.0,0.0,133.40663098443557,132.33197107671225,147.4551420065312,6121359.376200877,0.0,0.0,48.350117241545384,46.22935779993932,63.21550091921517,0.0,0.0,-85.05651374289019,-86.10261327677293,-84.23964108731602
Вешняки,5684569.048699391,0.0,0.0,103.19131454495998,103.08230913717648,114.29016677263562,5684569.048699391,0.0,0.08214394555240877,31.248297101182033,33.751932937337266,45.45232668807255,0.0,0.08214394555240877,-71.94301744377795,-69.33037619983921,-68.83784008456306
Тимирязевский,6686707.731336119,0.0,0.0,62.69010436548867,67.1271064627766,84.66551116715095,6686707.731336119,0.03227434446776413,0.11689086226930777,31.106010426867936,26.691755005520456,49.76596492390565,0.03227434446776413,0.11689086226930777,-31.584093938620736,-40.43535145725614,-34.899546243245304
Братеево,5575880.857393113,0.0,0.0,48.629473504825036,47.696783538722585,57.32789599500706,5575880.857393113,0.0,0.0,97.49668028902327,96.56399032292082,106.19510277920526,0.0,0.0,48.86720678419824,48.86720678419823,48.867206784198196
Внуковское,8606709.357133873,0.0,0.0,152.65075656726975,151.19119867548392,169.1107182183,8606709.357133873,0.0,0.0,165.70224103294314,165.4698303909819,180.0,0.0,0.0,13.051484465673383,14.278631715497994,10.889281781699992
Ясенево,10279508.069647923,0.0,0.0,69.01859037904858,70.17096922352322,81.22642281417892,10279508.069647923,0.0,0.0,94.66277546546455,97.33034045233161,110.40376569445915,0.0,0.0,25.644185086415973,27.159371228808396,29.177342880280236
Москворечье-Сабурово,5239547.774524052,0.0,0.0,85.43512720660303,89.84550930177355,103.95957520410224,5239547.774524052,0.0,0.0,66.95788654575638,65.65740140893693,96.42894116980852,0.0,0.0,-18.477240660846647,-24.188107892836612,-7.530634034293712
Гольяново,11975369.820058962,0.0,0.0,44.47214771106418,45.700235553595846,58.09610884361781,11975369.820058962,0.012672227267766688,0.06943031664367388,38.82039701150138,39.470006134967505,58.10505129955172,0.012672227267766688,0.06943031664367388,-5.651750699562804,-6.2302294186283405,0.00894245593390508
Бирюлёво Восточное,10044513.81221866,0.0,0.0,146.15785808678112,147.01045429372505,154.2258897279923,10044513.81221866,0.0,0.0,121.45812482310247,124.68606893495073,139.36201819924312,0.0,0.0,-24.699733263678652,-22.32438535877432,-14.863871528749172
Бирюлёво Западное,3151495.557558257,0.0,0.0,129.06370711836522,129.2516062680928,135.1402892079097,3151495.557558257,0.0,0.0,114.56064295033637,113.63442863620541,127.14246075557551,0.0,0.0,-14.503064168028843,-15.617177631887373,-7.997828452334176
Московский,11975789.846245144,0.0,0.0,134.08164435621404,161.15141477645693,176.65812539132043,11975789.846245144,0.0,0.0,150.30861327848461,180.0,180.0,0.0,0.0,16.226968922270572,18.84858522354307,3.341874608679575
Ивановское,6664367.841183914,0.0,0.0,58.43965224556607,56.578565968290114,76.20311407452263,6664367.841183914,0.0,0.0,41.69819953989563,41.96204880814653,58.19411599123607,0.0,0.0,-16.74145270567044,-14.616517160143587,-18.008998083286563
Печатники,4198821.658323508,0.0,0.0,60.056825352787364,58.93114185673474,68.96334816230186,4198821.658323508,0.0,0.0,43.11214441669703,41.876424111647495,50.820213954784286,0.0,0.0,-16.944680936090336,-17.054717745087245,-18.14313420751757
Троицк,3780987.10375794,0.0,0.0,180.0,180.0,180.0,3780987.10375794,0.0,0.0,180.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0
Восточный,344719.7687056765,0.0,0.0,80.19328003964426,79.97254636377238,85.42490970668686,344719.7687056765,0.0,0.0,93.61381565447222,93.39308197860035,98.84544532151484,0.0,0.0,13.420535614827955,13.420535614827969,13.420535614827983
Первомайское,401080.3332680615,0.0,0.0,180.0,180.0,180.0,401080.3332680615,0.0,0.0,180.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0
Метрогородок,3190085.7187915524,0.0,0.0,69.43891246697098,65.23077577314855,94.38336217551192,3190085.7187915524,0.0,0.0,37.53339300436382,37.110928409240024,46.984989944103624,0.0,0.0,-31.905519462607153,-28.119847363908526,-47.398372231408295
Люблино,12481375.730603572,0.0,0.0,32.58466198922027,31.55687534760073,43.24126846442798,12481375.730603572,0.007413120314051946,0.048613272620288084,32.45752906822539,29.13902574671877,52.174278536456036,0.007413120314051946,0.048613272620288084,-0.12713292099488172,-2.4178496008819614,8.933010072028054
Внуково,704658.1935699431,0.0,0.0,179.85666445293046,180.0,180.0,704658.1935699431,0.0,0.0,180.0,180.0,180.0,0.0,0.0,0.14333554706954033,0.0,0.0
Десёновское,4607022.582499371,0.0,0.0,179.59294403030017,180.0,180.0,4607022.582499371,0.0,0.0,180.0,180.0,180.0,0.0,0.0,0.40705596969982594,0.0,0.0
Кунцево,11876496.881437957,0.0,0.0,108.11402794938937,106.08506537867396,125.84135700617324,11876496.881437957,0.012133745756874433,0.09455703076102538,35.16646412788411,30.396527836186788,49.068376583506456,0.012133745756874433,0.09455703076102538,-72.94756382150526,-75.68853754248717,-76.77298042266679
Новофёдоровское,332769.7141911032,0.0,0.0,179.99999999999997,180.0,180.0,332769.7141911032,0.0,0.0,179.99999999999997,180.0,180.0,0.0,0.0,0.0,0.0,0.0
Капотня,1113892.190295785,0.0,0.0,62.58470297612571,60.80477458039674,68.05297834476188,1113892.190295785,0.0,0.0,99.44353224777088,97.66360385204189,104.91180761640705,0.0,0.0,36.85882927164516,36.85882927164515,36.85882927164516
Щаповское,58663.83114889708,0.0,0.0,180.0,180.0,180.0,58663.83114889708,0.0,0.0,180.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0
