district_name,demand_total_base,share_10min_base,share_15min_base,mean_time_min_base,p50_time_min_base,p90_time_min_base,demand_total_mean,share_10min_mean,share_15min_mean,mean_time_min_mean,p50_time_min_mean,p90_time_min_mean,delta_share_10min,delta_share_15min,delta_mean_time_min,delta_p50_time_min,delta_p90_time_min
Северное Измайлово,4747516.943146631,0.0,0.012107670616280885,29.07470141927977,29.315070490863565,37.73088804971734,4747516.943146631,0.18223055819567305,0.27671502350580157,28.18827887354398,31.55348496289854,47.191488264384425,0.18223055819567305,0.2646073528895207,-0.8864225457357904,2.2384144720349752,9.460600214667082
Марьина Роща,4556323.336127144,0.0,0.0,97.4040213382781,97.23154572083023,110.63870426425454,4556323.336127144,0.0,0.0,36.12119524328032,35.582122097934274,45.467243054596906,0.0,0.0,-61.28282609499778,-61.64942362289595,-65.17146120965764
Кузьминки,7638014.871014188,0.0,0.0,77.44844550330825,76.5822421153122,87.51807540636649,7638014.871014188,0.06618751523519514,0.1731789481507653,22.300113294664445,22.279000064873586,32.38664820006457,0.06618751523519514,0.1731789481507653,-55.14833220864381,-54.30324205043861,-55.13142720630192
Новогиреево,5218674.826902792,0.0,0.0,78.88766745031522,78.41176660394383,86.65601599058658,5218674.826902792,0.24505095231317528,0.4492889239832925,15.82798782757646,15.914438249197946,24.26798995092627,0.24505095231317528,0.4492889239832925,-63.05967962273876,-62.49732835474589,-62.38802603966031
Бутырский,5355267.498873312,0.0,0.0,73.22340271348583,69.43656820501165,96.94346668306272,5355267.498873312,0.0958426226122894,0.22189717250412905,23.041304159712606,23.04532610092078,36.00820141115505,0.0958426226122894,0.22189717250412905,-50.182098553773216,-46.39124210409088,-60.935265271907674
Филёвский Парк,7930222.716647852,0.0,0.0,86.8720667062048,85.6937826946194,115.47526073860928,7930222.716647852,0.010425939734291664,0.033795330067775756,32.72702368525751,33.59355096063646,45.86037052683697,0.010425939734291664,0.033795330067775756,-54.1450430209473,-52.10023173398294,-69.61489021177232
Войковский,5876187.792257138,0.0,0.0,63.2575854756928,65.66223876235794,79.03990644819861,5876187.792257138,0.0,0.0,42.4395033775599,42.64921270679483,49.48412289126962,0.0,0.0,-20.818082098132898,-23.013026055563117,-29.555783556928986
Беговой,2974588.471876837,0.0,0.0,126.8839196922493,126.0899892191186,139.34991885645383,2974588.471876837,0.0,0.0,41.45646693743317,43.168838174276,47.218676854068775,0.0,0.0,-85.42745275481613,-82.92115104484262,-92.13124200238505
Красносельский,4122585.503462282,0.0,0.0,131.09987814176847,130.64350402826656,143.78590622365147,4122585.503462282,0.0,0.0,41.47688564346316,43.50643857156913,55.041479391257326,0.0,0.0,-89.62299249830531,-87.13706545669743,-88.74442683239414
Дмитровский,6949039.810069964,0.28224618852767425,0.4274498891429103,17.039918193497208,16.211485742486857,27.901617350017567,6949039.810069964,0.0,0.0,47.79979335933295,46.38131658130211,60.72149430151467,-0.28224618852767425,-0.4274498891429103,30.759875165835744,30.16983083881525,32.8198769514971
