district_name,mean_time_min_k20,p50_time_min_k20,p90_time_min_k20,share_10min_k20,share_15min_k20,D_effective_k20,D_effective_share_k20,demand_total_k20,mean_time_min_k30,p50_time_min_k30,p90_time_min_k30,share_10min_k30,share_15min_k30,D_effective_k30,D_effective_share_k30,demand_total_k30,delta_mean_time_min,delta_p50_time_min,delta_p90_time_min,delta_share_10min,delta_share_15min,delta_D_effective
Нагатино-Садовники,88.67132172138467,88.26245656936322,101.21200737312778,0.0,0.0,1012263.4292898781,0.19999999999999998,5061317.146449391,86.54948597812349,87.88713283788772,97.14593458748365,0.0,0.0,1012263.4292898781,0.19999999999999998,5061317.146449391,-2.1218357432611867,-0.375323731475504,-4.066072785644124,0.0,0.0,0.0
Южное Тушино,71.41275284596017,75.16232758806065,89.06063135409053,0.0,0.0,1597408.7972857319,0.25877115766602865,6173055.806116367,32.9320637044608,31.99630617496305,47.857732653086416,0.0,0.0,3572895.5428416426,0.5787887968389267,6173055.806116367,-38.48068914149937,-43.166021413097596,-41.202898701004116,0.0,0.0,1975486.7455559107
Гагаринский,31.924413500863352,29.720266977266814,52.066302375586865,0.0,0.09062531278451426,4117649.7360334382,0.5872468729187199,7011786.568684474,31.924413500863352,29.720266977266814,52.066302375586865,0.0,0.09062531278451426,4117649.7360334382,0.5872468729187199,7011786.568684474,0.0,0.0,0.0,0.0,0.0,0.0
Воскресенское,76.80140736986924,61.80696228851923,105.22689679514755,0.0,0.0,407932.1134636973,0.26820839461573087,1520952.0717953374,76.80140736986924,61.80696228851923,105.22689679514755,0.0,0.0,407932.1134636973,0.26820839461573087,1520952.0717953374,0.0,0.0,0.0,0.0,0.0,0.0
Останкинский,48.21078616511996,60.14283295918859,78.65674570288535,0.21963790892815843,0.32897074053894887,2839515.096683841,0.47006008701074287,6040749.204513818,41.63477444485725,52.681374058378175,67.38918087959165,0.21963790892815843,0.32897074053894887,3059820.7603668813,0.5065300108934331,6040749.204513818,-6.576011720262713,-7.461458900810413,-11.267564823293696,0.0,0.0,220305.66368304007
Рязановское,119.53164504468252,125.48445935180263,133.88947866329553,0.0,0.0,780394.0114716812,0.19999999999999998,3901970.0573584065,119.53164504468252,125.48445935180263,133.88947866329553,0.0,0.0,780394.0114716812,0.19999999999999998,3901970.0573584065,0.0,0.0,0.0,0.0,0.0,0.0
Митино,13.819215398961791,11.514391491443666,25.838824606800536,0.4631475190575674,0.6385427629727923,13204795.727932662,0.8676399508117303,15219211.281798132,13.819215398961791,11.514391491443666,25.838824606800536,0.4631475190575674,0.6385427629727923,13204795.727932662,0.8676399508117303,15219211.281798132,0.0,0.0,0.0,0.0,0.0,0.0
Марушкинское,180.0,180.0,180.0,0.0,0.0,170317.47146036554,0.2,851587.3573018276,180.0,180.0,180.0,0.0,0.0,170317.47146036554,0.2,851587.3573018276,0.0,0.0,0.0,0.0,0.0,0.0
Лосиноостровский,77.35766355743431,77.34890102146328,93.34545917239392,0.0,0.0,1081280.9058043973,0.20000000000000004,5406404.529021986,63.51553301433827,63.23831645617742,78.8559447565629,0.0,0.0,1367284.5920469398,0.25290090386452835,5406404.529021986,-13.84213054309604,-14.110584565285855,-14.48951441583101,0.0,0.0,286003.68624254246
Покровское-Стрешнево,78.20702102327773,80.31203774565095,91.78064252098791,0.0,0.0,1413074.7741840768,0.2205886137115116,6405927.986981743,66.07551545530161,68.6196288717935,77.06407861446156,0.0,0.0,1572058.5313245363,0.2454068379350042,6405927.986981743,-12.13150556797612,-11.69240887385746,-14.716563906526346,0.0,0.0,158983.7571404595
Чертаново Северное,60.39549353441631,61.38116128247511,73.42760411784133,0.0,0.0,1698246.0111394543,0.27748672826754145,6120098.145746539,60.39549353441631,61.38116128247511,73.42760411784133,0.0,0.0,1698246.0111394543,0.27748672826754145,6120098.145746539,0.0,0.0,0.0,0.0,0.0,0.0
Киевский,180.0,180.0,180.0,0.0,0.0,77983.94615650087,0.2,389919.7307825043,180.0,180.0,180.0,0.0,0.0,77983.94615650087,0.2,389919.7307825043,0.0,0.0,0.0,0.0,0.0,0.0
Старое Крюково,0.0,0.0,0.0,1.0,1.0,2196122.9395046476,1.0,2196122.9395046476,0.0,0.0,0.0,1.0,1.0,2196122.9395046476,1.0,2196122.9395046476,0.0,0.0,0.0,0.0,0.0,0.0
Силино,0.0,0.0,0.0,1.0,1.0,2852071.500277724,1.0,2852071.500277724,0.0,0.0,0.0,1.0,1.0,2852071.500277724,1.0,2852071.500277724,0.0,0.0,0.0,0.0,0.0,0.0
Южное Медведково,38.18450799252939,37.80997947156304,47.0587623094119,0.0,0.0,2673037.31940335,0.4907049972429447,5447340.733071743,37.36203528326266,35.44745374752188,46.766446985301314,0.0,0.0,2730711.1469630874,0.5012925169862187,5447340.733071743,-0.8224727092667337,-2.362525724041163,-0.29231532411058225,0.0,0.0,57673.82755973749
Восточное Дегунино,19.178998908655217,19.270163705946537,30.195225482454614,0.16006193545242223,0.34386989086514735,4513485.760372691,0.7799205148563688,5787109.935432203,19.036175285754975,19.270163705946537,30.195225482454614,0.16006193545242223,0.34386989086514735,4525450.211730477,0.7819879460078893,5787109.935432203,-0.14282362290024153,0.0,0.0,0.0,0.0,11964.451357786544
Бибирево,66.30886564213118,65.56759308658782,74.36167923103147,0.0,0.0,1777204.6964160628,0.22726597066829296,7819933.14348847,49.16283445373746,47.648127464814316,61.26468519150692,0.0,0.0,2947527.575503522,0.37692490733861067,7819933.14348847,-17.14603118839372,-17.919465621773504,-13.096994039524553,0.0,0.0,1170322.8790874593
Головинский,26.42974924345044,27.186251460417793,39.759379839841316,0.08822432807904731,0.2153689320136866,5283532.937703876,0.6689578838339607,7898154.82466947,26.42974924345044,27.186251460417793,39.759379839841316,0.08822432807904731,0.2153689320136866,5283532.937703876,0.6689578838339607,7898154.82466947,0.0,0.0,0.0,0.0,0.0,0.0
Измайлово,16.310790459477598,15.059516178419143,30.793880764305367,0.3072661347289172,0.47725554023994504,6104270.372176405,0.8234838369176618,7412738.536587399,16.310790459477598,15.059516178419143,30.793880764305367,0.3072661347289172,0.47725554023994504,6104270.372176405,0.8234838369176618,7412738.536587399,0.0,0.0,0.0,0.0,0.0,0.0
Даниловский,110.80649575113664,113.12612376130956,133.86052300668726,0.0,0.0,2073072.1026498615,0.19999999999999998,10365360.513249308,62.69882414187638,64.80262320895115,80.63961004342137,0.0,0.0,3052996.5553208985,0.29453838594600434,10365360.513249308,-48.10767160926026,-48.32350055235841,-53.22091296326589,0.0,0.0,979924.452671037
Выхино-Жулебино,84.19160615339416,81.30379927551242,102.75541936906582,0.0,0.0,2629450.634633227,0.2,13147253.173166133,84.19160615339416,81.30379927551242,102.75541936906582,0.0,0.0,2629450.634633227,0.2,13147253.173166133,0.0,0.0,0.0,0.0,0.0,0.0
Некрасовка,18.841673623069113,16.64093873785672,39.592309526676054,0.307512176053638,0.4832908774641704,7366098.899989703,0.8073500434753508,9123798.232896976,18.841673623069113,16.64093873785672,39.592309526676054,0.307512176053638,0.4832908774641704,7366098.899989703,0.8073500434753508,9123798.232896976,0.0,0.0,0.0,0.0,0.0,0.0
Орехово-Борисово Северное,86.0105725183251,87.1416974439256,100.00688509552464,0.0,0.0,1134208.5747464362,0.2,5671042.87373218,86.0105725183251,87.1416974439256,100.00688509552464,0.0,0.0,1134208.5747464362,0.2,5671042.87373218,0.0,0.0,0.0,0.0,0.0,0.0
Лефортово,114.02363865700339,114.24995477132711,127.43555107869376,0.0,0.0,1499196.4613739054,0.19999999999999996,7495982.306869528,42.66258076148356,43.387232451475775,57.66029013628094,0.0,0.0,3508770.1560618146,0.4680867713423335,7495982.306869528,-71.36105789551982,-70.86272231985134,-69.77526094241281,0.0,0.0,2009573.6946879092
Тропарёво-Никулино,16.803839750221858,16.94829000961932,26.637900119379992,0.24674051259632934,0.3979586775154537,9919538.347614788,0.8266404510973023,11999822.092479693,13.135816644030665,11.014170692210074,26.592902747706095,0.4614370649123685,0.6810896176647269,10607205.497819325,0.8839468965516478,11999822.092479693,-3.6680231061911925,-5.934119317409246,-0.04499737167389739,0.21469655231603918,0.28313094014927315,687667.1502045374
Северный,82.77837611590638,80.90515293220915,99.68425755101589,0.0,0.0,776158.799069281,0.19999999999999998,3880793.995346405,64.7375201102888,62.864296926591564,81.64340154539838,0.0,0.0,1018934.3200366222,0.2625582087733752,3880793.995346405,-18.040856005617584,-18.040856005617584,-18.040856005617513,0.0,0.0,242775.52096734126
Южное Бутово,34.17445609084249,26.97133735044548,90.42137433720823,0.1807753136859205,0.29735599875840324,10943110.442335688,0.6382851828417953,17144547.19693538,34.17445609084249,26.97133735044548,90.42137433720823,0.1807753136859205,0.29735599875840324,10943110.442335688,0.6382851828417953,17144547.19693538,0.0,0.0,0.0,0.0,0.0,0.0
Нижегородский,121.77029895170459,120.77859990272614,131.87337398122725,0.0,0.0,751363.8293883381,0.2,3756819.1469416907,52.60328328120799,56.66337092525425,68.68738898206404,0.0,0.0,1278050.9044362726,0.3401949506876566,3756819.1469416907,-69.1670156704966,-64.1152289774719,-63.18598499916321,0.0,0.0,526687.0750479344
Ярославский,85.52730887688875,84.327479868532,101.61100422065932,0.0,0.0,1125839.6646574773,0.2,5629198.323287386,68.06881393564716,69.42485029033168,86.70837464245906,0.0,0.0,1474806.1685105027,0.26199222052799037,5629198.323287386,-17.458494941241597,-14.902629578200319,-14.902629578200262,0.0,0.0,348966.5038530254
Западное Дегунино,22.76063150030844,21.469946337224492,33.79190727226644,0.026660467062092238,0.09393895615597112,5752242.314763498,0.7297234746861179,7882770.000290533,16.081929609403435,17.075019864408052,25.616868680722806,0.34917480821485564,0.4271382743110404,6657161.036348902,0.8445205221138687,7882770.000290533,-6.678701890905003,-4.39492647281644,-8.175038591543636,0.3225143411527634,0.3331993181550693,904918.7215854041
Солнцево,74.24414491805322,72.92673356734244,91.02764900663027,0.0,0.0,2242912.642354936,0.22288285332941,10063190.635127146,17.027390889762057,16.152426596696543,28.324220466553545,0.2608914735461438,0.4743337529851869,8235179.924495481,0.8183468070006836,10063190.635127146,-57.21675402829116,-56.774306970645895,-62.70342854007673,0.2608914735461438,0.4743337529851869,5992267.282140546
Крюково,1.6125540292343166,0.0,11.778495794137191,0.8630933815812905,1.0,7971194.270567928,0.9794640072371937,8138322.808872311,1.6125540292343166,0.0,11.778495794137191,0.8630933815812905,1.0,7971194.270567928,0.9794640072371937,8138322.808872311,0.0,0.0,0.0,0.0,0.0,0.0
Можайский,95.19426737224887,94.97223334350399,115.1603870000776,0.0,0.0,2228539.4936737223,0.20000000000000004,11142697.468368609,93.01277817567079,93.911818465952,110.83469366630983,0.0,0.0,2228539.4936737223,0.20000000000000004,11142697.468368609,-2.1814891965780845,-1.0604148775519917,-4.325693333767774,0.0,0.0,0.0
Куркино,88.03659112965396,88.12777905382633,101.55745911969078,0.0,0.0,665452.0174911347,0.19999999999999998,3327260.0874556736,87.34339909697326,85.75206765831332,101.55745911969078,0.0,0.0,665452.0174911347,0.19999999999999998,3327260.0874556736,-0.6931920326806988,-2.375711395513008,0.0,0.0,0.0,0.0
Строгино,82.74753754547335,85.85007622141883,95.66627138955263,0.0,0.0,1665589.3911371483,0.20334334619624705,8191019.879891642,81.84061596198065,83.13065001444794,95.10090291908499,0.0,0.0,1665589.3911371483,0.20334334619624705,8191019.879891642,-0.9069215834927036,-2.719426206970894,-0.5653684704676465,0.0,0.0,0.0
Матушкино,0.0,0.0,0.0,1.0,1.0,3157680.02698865,1.0,3157680.02698865,0.0,0.0,0.0,1.0,1.0,3157680.02698865,1.0,3157680.02698865,0.0,0.0,0.0,0.0,0.0,0.0
Левобережный,12.25002568731187,11.9694845701635,19.48688118633133,0.41146751739813653,0.6344794470846382,4944311.611611123,0.9013194441896634,5485637.354751995,12.25002568731187,11.9694845701635,19.48688118633133,0.41146751739813653,0.6344794470846382,4944311.611611123,0.9013194441896634,5485637.354751995,0.0,0.0,0.0,0.0,0.0,0.0
Молжаниновский,57.94401681487874,48.75683610372836,84.76402530876967,0.0,0.0,743619.9832707419,0.34988880922023885,2125303.7069918616,57.94401681487874,48.75683610372836,84.76402530876967,0.0,0.0,743619.9832707419,0.34988880922023885,2125303.7069918616,0.0,0.0,0.0,0.0,0.0,0.0
Филимонковское,180.00000000000003,180.0,180.0,0.0,0.0,339019.56535751023,0.20000000000000007,1695097.8267875507,179.55577537952823,180.0,180.0,0.0,0.0,339019.56535751023,0.20000000000000007,1695097.8267875507,-0.44422462047180034,0.0,0.0,0.0,0.0,0.0
Савёлки,0.0,0.0,0.0,1.0,1.0,2886057.782554071,1.0,2886057.782554071,0.0,0.0,0.0,1.0,1.0,2886057.782554071,1.0,2886057.782554071,0.0,0.0,0.0,0.0,0.0,0.0
Сосенское,84.38242885432123,78.45011073441468,124.6234753540423,0.0,0.0,4717189.300571546,0.24033524972628056,19627538.223976653,80.2599392661386,78.45011073441468,113.25893970299596,0.0,0.0,4717189.300571546,0.24033524972628056,19627538.223976653,-4.122489588182631,0.0,-11.364535651046339,0.0,0.0,0.0
Очаково-Матвеевское,42.033867174218656,41.73374147819069,50.27634666070863,0.0,0.0,5187297.0828324435,0.45445807852945397,11414247.711510861,41.986277738756584,41.73374147819069,50.27634666070863,0.0,0.0,5187297.0828324435,0.45445807852945397,11414247.711510861,-0.04758943546207206,0.0,0.0,0.0,0.0,0.0
Царицыно,103.97621778523977,103.1816953616789,115.90378052156261,0.0,0.0,1233610.6573019328,0.2,6168053.286509664,103.97621778523977,103.1816953616789,115.90378052156261,0.0,0.0,1233610.6573019328,0.2,6168053.286509664,0.0,0.0,0.0,0.0,0.0,0.0
Орехово-Борисово Южное,94.55628770434542,94.97434850953191,107.07968578011521,0.0,0.0,1645390.0068244075,0.19999999999999998,8226950.034122039,94.55628770434542,94.97434850953191,107.07968578011521,0.0,0.0,1645390.0068244075,0.19999999999999998,8226950.034122039,0.0,0.0,0.0,0.0,0.0,0.0
Северное Бутово,38.6334251747404,36.60764117534306,50.124288800329104,0.0,0.012990716555539716,3549530.1303416006,0.4844644041012044,7326709.868244737,38.6334251747404,36.60764117534306,50.124288800329104,0.0,0.012990716555539716,3549530.1303416006,0.4844644041012044,7326709.868244737,0.0,0.0,0.0,0.0,0.0,0.0
Крылатское,133.40663098443557,132.33197107671225,147.4551420065312,0.0,0.0,1224271.8752401758,0.20000000000000007,6121359.376200877,70.0800723032365,70.31949439170457,78.42219259998015,0.0,0.0,1279472.5184990081,0.20901770993440547,6121359.376200877,-63.32655868119906,-62.012476685007684,-69.03294940655104,0.0,0.0,55200.643258832395
Вешняки,103.19131454495998,103.08230913717648,114.29016677263562,0.0,0.0,1136913.8097398777,0.1999999999999999,5684569.048699391,103.17979405735439,103.08230913717648,114.29016677263562,0.0,0.0,1136913.8097398777,0.1999999999999999,5684569.048699391,-0.011520487605594099,0.0,0.0,0.0,0.0,0.0
Тимирязевский,62.69010436548867,67.1271064627766,84.66551116715095,0.0,0.0,2080891.9727805248,0.3111982841763486,6686707.731336119,62.69010436548867,67.1271064627766,84.66551116715095,0.0,0.0,2080891.9727805248,0.3111982841763486,6686707.731336119,0.0,0.0,0.0,0.0,0.0,0.0
Братеево,48.629473504825036,47.696783538722585,57.32789599500706,0.0,0.0,2190827.7734823786,0.3929115111162283,5575880.857393113,48.629473504825036,47.696783538722585,57.32789599500706,0.0,0.0,2190827.7734823786,0.3929115111162283,5575880.857393113,0.0,0.0,0.0,0.0,0.0,0.0
Внуковское,152.65075656726975,151.19119867548392,169.1107182183,0.0,0.0,1721341.8714267751,0.20000000000000007,8606709.357133873,94.36282785465968,91.44109212544139,109.36061166825752,0.0,0.0,1721341.8714267751,0.20000000000000007,8606709.357133873,-58.28792871261007,-59.75010655004253,-59.75010655004249,0.0,0.0,0.0
Ясенево,69.01859037904858,70.17096922352322,81.22642281417892,0.0,0.0,2398238.256213294,0.23330282343904366,10279508.069647923,69.01859037904858,70.17096922352322,81.22642281417892,0.0,0.0,2398238.256213294,0.23330282343904366,10279508.069647923,0.0,0.0,0.0,0.0,0.0,0.0
Москворечье-Сабурово,85.43512720660303,89.84550930177355,103.95957520410224,0.0,0.0,1097348.0426564852,0.20943564022682581,5239547.774524052,85.43512720660303,89.84550930177355,103.95957520410224,0.0,0.0,1097348.0426564852,0.20943564022682581,5239547.774524052,0.0,0.0,0.0,0.0,0.0,0.0
Гольяново,44.47214771106418,45.700235553595846,58.09610884361781,0.0,0.0,5153055.416954882,0.43030449116681313,11975369.820058962,43.63993052362463,43.71563754547713,58.09610884361781,0.0,0.0,5278555.826584285,0.4407843687417994,11975369.820058962,-0.8322171874395536,-1.9845980081187165,0.0,0.0,0.0,125500.40962940268
Бирюлёво Восточное,146.15785808678112,147.01045429372505,154.2258897279923,0.0,0.0,2008902.7624437325,0.20000000000000004,10044513.81221866,146.15785808678112,147.01045429372505,154.2258897279923,0.0,0.0,2008902.7624437325,0.20000000000000004,10044513.81221866,0.0,0.0,0.0,0.0,0.0,0.0
Бирюлёво Западное,129.06370711836522,129.2516062680928,135.1402892079097,0.0,0.0,630299.1115116514,0.2,3151495.557558257,129.06370711836522,129.2516062680928,135.1402892079097,0.0,0.0,630299.1115116514,0.2,3151495.557558257,0.0,0.0,0.0,0.0,0.0,0.0
Московский,134.08164435621404,161.15141477645693,176.65812539132043,0.0,0.0,2631540.274581219,0.21973834781396945,11975789.846245144,88.95823025714671,111.70786910176793,129.8406520484089,0.0,0.0,3664300.760909362,0.30597570665105295,11975789.846245144,-45.12341409906733,-49.443545674689005,-46.81747334291151,0.0,0.0,1032760.4863281432
Ивановское,58.43965224556607,56.578565968290114,76.20311407452263,0.0,0.0,2115758.193656689,0.31747320137131385,6664367.841183914,58.43965224556607,56.578565968290114,76.20311407452263,0.0,0.0,2115758.193656689,0.31747320137131385,6664367.841183914,0.0,0.0,0.0,0.0,0.0,0.0
Печатники,60.056825352787364,58.93114185673474,68.96334816230186,0.0,0.0,1202069.2501518808,0.28628728437869383,4198821.658323508,60.056825352787364,58.93114185673474,68.96334816230186,0.0,0.0,1202069.2501518808,0.28628728437869383,4198821.658323508,0.0,0.0,0.0,0.0,0.0,0.0
Троицк,180.0,180.0,180.0,0.0,0.0,756197.4207515881,0.2,3780987.10375794,180.0,180.0,180.0,0.0,0.0,756197.4207515881,0.2,3780987.10375794,0.0,0.0,0.0,0.0,0.0,0.0
Восточный,80.19328003964426,79.97254636377238,85.42490970668686,0.0,0.0,68943.95374113531,0.20000000000000004,344719.7687056765,80.19328003964426,79.97254636377238,85.42490970668686,0.0,0.0,68943.95374113531,0.20000000000000004,344719.7687056765,0.0,0.0,0.0,0.0,0.0,0.0
Первомайское,180.0,180.0,180.0,0.0,0.0,80216.0666536123,0.2,401080.3332680615,180.0,180.0,180.0,0.0,0.0,80216.0666536123,0.2,401080.3332680615,0.0,0.0,0.0,0.0,0.0,0.0
Метрогородок,69.43891246697098,65.23077577314855,94.38336217551192,0.0,0.0,708314.205113482,0.2220361042153441,3190085.7187915524,46.57621942009376,42.3893141012373,75.05472773502949,0.0,0.0,1363247.7305405238,0.42733890268532987,3190085.7187915524,-22.86269304687722,-22.841461671911254,-19.328634440482432,0.0,0.0,654933.5254270418
Люблино,32.58466198922027,31.55687534760073,43.24126846442798,0.0,0.0,7085125.055641318,0.5676557783825883,12481375.730603572,32.58466198922027,31.55687534760073,43.24126846442798,0.0,0.0,7085125.055641318,0.5676557783825883,12481375.730603572,0.0,0.0,0.0,0.0,0.0,0.0
Внуково,179.85666445293046,180.0,180.0,0.0,0.0,140931.63871398862,0.2,704658.1935699431,137.3503046583212,129.1741895794933,150.83087806306284,0.0,0.0,140931.63871398862,0.2,704658.1935699431,-42.50635979460927,-50.82581042050671,-29.16912193693716,0.0,0.0,0.0
Десёновское,179.59294403030017,180.0,180.0,0.0,0.0,921404.5164998743,0.20000000000000004,4607022.582499371,179.59294403030017,180.0,180.0,0.0,0.0,921404.5164998743,0.20000000000000004,4607022.582499371,0.0,0.0,0.0,0.0,0.0,0.0
Кунцево,108.11402794938937,106.08506537867396,125.84135700617324,0.0,0.0,2375299.376287592,0.20000000000000007,11876496.881437957,92.76291114355924,91.73976763803165,102.63536144516613,0.0,0.0,2375299.376287592,0.20000000000000007,11876496.881437957,-15.35111680583013,-14.345297740642309,-23.205995561007114,0.0,0.0,0.0
Новофёдоровское,179.99999999999997,180.0,180.0,0.0,0.0,66553.94283822064,0.2,332769.7141911032,179.99999999999997,180.0,180.0,0.0,0.0,66553.94283822064,0.2,332769.7141911032,0.0,0.0,0.0,0.0,0.0,0.0
Капотня,62.58470297612571,60.80477458039674,68.05297834476188,0.0,0.0,257006.72322004693,0.23072854398216122,1113892.190295785,62.58470297612571,60.80477458039674,68.05297834476188,0.0,0.0,257006.72322004693,0.23072854398216122,1113892.190295785,0.0,0.0,0.0,0.0,0.0,0.0
Щаповское,180.0,180.0,180.0,0.0,0.0,11732.766229779416,0.2,58663.83114889708,180.0,180.0,180.0,0.0,0.0,11732.766229779416,0.2,58663.83114889708,0.0,0.0,0.0,0.0,0.0,0.0
